ticket_id,subject,description,category,priority,department,resolution_type,resolution,resolved_in_steps,confidence_score,feedback,was_escalated,is_repeated_issue,is_ambiguous,source
DAT-G-0097,Cannot export data to CSV,I have been dealing with this for days. When I try to export data from our reporting system to CSV it downloads an empty file. The data is there on screen.,Data & Reports,High,HR,step_by_step,Step 1: Try exporting a smaller dataset. Step 2: Try a different browser. Step 3: Clear browser cache and retry. Step 4: Check if a pop-up blocker is preventing the download.,4,0.95,satisfied,False,True,False,general
DAT-G-0098,Cannot export data to CSV,This is really frustrating. When I try to export data from our reporting system to CSV it downloads an empty file. The data is there on screen.,Data & Reports,Medium,Operations,step_by_step,Step 1: Try exporting a smaller dataset. Step 2: Try a different browser. Step 3: Clear browser cache and retry. Step 4: Check if a pop-up blocker is preventing the download.,4,0.82,satisfied,False,True,False,general
DAT-G-0099,Database query taking too long,Quick question — a query I run every day is suddenly taking 45 minutes instead of 2 minutes. Nothing has changed in my query.,Data & Reports,High,HR,step_by_step,Step 1: Check if database server is under unusual load. Step 2: Run EXPLAIN on your query to check for missing indexes. Step 3: Check if a large data import happened recently. Step 4: Contact the database admin team to review and optimise.,4,0.55,escalated,True,False,True,general
DAT-G-0100,Monthly sales report not generating,"Hi team, the automated monthly sales report that usually arrives on the first of the month has not been received. Finance is waiting.",Data & Reports,High,IT,step_by_step,Step 1: Check the report scheduler to see if the job ran. Step 2: Check email delivery logs for failures. Step 3: Manually trigger the report run. Step 4: Investigate why the scheduled run failed and fix the schedule.,4,0.98,satisfied,False,True,False,general
DAT-G-0101,Report showing incorrect figures,"Hello, The weekly stock report is showing figures that do not match what our team manually counted. The discrepancy is significant. Please help.",Data & Reports,High,IT,step_by_step,Step 1: Check date range and filters applied to the report. Step 2: Identify specific items with discrepancies. Step 3: Compare report data with source transaction records. Step 4: Escalate to the data team with specific examples.,4,0.97,not_helpful,False,True,False,general
DAT-G-0102,How do I access the data warehouse,Quick question — i have been asked to pull historical sales data from last year. How do I access the data warehouse?,Data & Reports,Medium,Sales,information,Data warehouse access is available through the Business Intelligence portal. Request access through your manager first. Once approved you will receive credentials and a link to the BI training guide.,1,0.78,satisfied,False,False,False,general
DAT-G-0103,Excel file too large to open,Following up on this issue — a shared Excel file has grown to over 200MB and now takes forever to open or crashes. Multiple people edit it daily.,Data & Reports,Medium,IT,step_by_step,Step 1: Remove unused worksheets and named ranges. Step 2: Convert formulas to values where possible. Step 3: Split into smaller period-specific files. Step 4: Consider migrating to a database or BI tool.,4,0.84,satisfied,False,False,False,general
DAT-G-0104,Need historical data for audit,"Hi, Our auditors need transaction data from 3 years ago. How do I access archived data?",Data & Reports,Medium,HR,information,Historical data older than 2 years is in the archive database. Submit a data retrieval request through the IT portal with specific date range and data type. The Data team will provide a formal export within 2 business days.,1,0.87,satisfied,False,False,False,general
DAT-G-0105,Monthly sales report not generating,"Hi, The automated monthly sales report that usually arrives on the first of the month has not been received. Finance is waiting.",Data & Reports,Medium,Operations,step_by_step,Step 1: Check the report scheduler to see if the job ran. Step 2: Check email delivery logs for failures. Step 3: Manually trigger the report run. Step 4: Investigate why the scheduled run failed and fix the schedule.,4,0.91,satisfied,False,True,False,general
DAT-G-0106,Database query taking too long,I have been dealing with this for days. A query I run every day is suddenly taking 45 minutes instead of 2 minutes. Nothing has changed in my query.,Data & Reports,High,Marketing,step_by_step,Step 1: Check if database server is under unusual load. Step 2: Run EXPLAIN on your query to check for missing indexes. Step 3: Check if a large data import happened recently. Step 4: Contact the database admin team to review and optimise.,4,0.46,escalated,True,False,True,general
DAT-G-0107,Excel file too large to open,"Hi team, a shared Excel file has grown to over 200MB and now takes forever to open or crashes. Multiple people edit it daily.",Data & Reports,Low,Sales,step_by_step,Step 1: Remove unused worksheets and named ranges. Step 2: Convert formulas to values where possible. Step 3: Split into smaller period-specific files. Step 4: Consider migrating to a database or BI tool.,4,0.77,satisfied,False,False,False,general
DAT-G-0108,Cannot export data to CSV,This is really frustrating. When I try to export data from our reporting system to CSV it downloads an empty file. The data is there on screen.,Data & Reports,Medium,Sales,step_by_step,Step 1: Try exporting a smaller dataset. Step 2: Try a different browser. Step 3: Clear browser cache and retry. Step 4: Check if a pop-up blocker is preventing the download.,4,0.86,satisfied,False,True,False,general
DAT-G-0109,Database query taking too long,A query I run every day is suddenly taking 45 minutes instead of 2 minutes. Nothing has changed in my query.,Data & Reports,High,Finance,step_by_step,Step 1: Check if database server is under unusual load. Step 2: Run EXPLAIN on your query to check for missing indexes. Step 3: Check if a large data import happened recently. Step 4: Contact the database admin team to review and optimise.,4,0.53,escalated,True,False,True,general
DAT-G-0110,Excel file too large to open,Following up on this issue — a shared Excel file has grown to over 200MB and now takes forever to open or crashes. Multiple people edit it daily.,Data & Reports,Medium,HR,step_by_step,Step 1: Remove unused worksheets and named ranges. Step 2: Convert formulas to values where possible. Step 3: Split into smaller period-specific files. Step 4: Consider migrating to a database or BI tool.,4,0.8,satisfied,False,False,False,general
DAT-G-0111,Report showing incorrect figures,I have been dealing with this for days. The weekly stock report is showing figures that do not match what our team manually counted. The discrepancy is significant.,Data & Reports,Medium,Sales,step_by_step,Step 1: Check date range and filters applied to the report. Step 2: Identify specific items with discrepancies. Step 3: Compare report data with source transaction records. Step 4: Escalate to the data team with specific examples.,4,0.83,satisfied,False,True,False,general
DAT-G-0112,Database query taking too long,A query I run every day is suddenly taking 45 minutes instead of 2 minutes. Nothing has changed in my query.,Data & Reports,High,Operations,step_by_step,Step 1: Check if database server is under unusual load. Step 2: Run EXPLAIN on your query to check for missing indexes. Step 3: Check if a large data import happened recently. Step 4: Contact the database admin team to review and optimise.,4,0.48,escalated,True,False,True,general
DAT-G-0113,Cannot export data to CSV,When I try to export data from our reporting system to CSV it downloads an empty file. The data is there on screen.,Data & Reports,Medium,Finance,step_by_step,Step 1: Try exporting a smaller dataset. Step 2: Try a different browser. Step 3: Clear browser cache and retry. Step 4: Check if a pop-up blocker is preventing the download.,4,0.92,satisfied,False,True,False,general
DAT-G-0114,How do I access the data warehouse,This is really frustrating. I have been asked to pull historical sales data from last year. How do I access the data warehouse?,Data & Reports,Low,HR,information,Data warehouse access is available through the Business Intelligence portal. Request access through your manager first. Once approved you will receive credentials and a link to the BI training guide.,1,0.91,not_helpful,False,False,False,general
DAT-G-0115,Excel file too large to open,I have been dealing with this for days. A shared Excel file has grown to over 200MB and now takes forever to open or crashes. Multiple people edit it daily.,Data & Reports,Medium,Finance,step_by_step,Step 1: Remove unused worksheets and named ranges. Step 2: Convert formulas to values where possible. Step 3: Split into smaller period-specific files. Step 4: Consider migrating to a database or BI tool.,4,0.73,not_helpful,False,False,False,general
DAT-G-0116,How do I access the data warehouse,"Hello, I have been asked to pull historical sales data from last year. How do I access the data warehouse? Please help.",Data & Reports,Low,Marketing,information,Data warehouse access is available through the Business Intelligence portal. Request access through your manager first. Once approved you will receive credentials and a link to the BI training guide.,1,0.76,satisfied,False,False,False,general
DAT-G-0117,Need historical data for audit,Following up on this issue — our auditors need transaction data from 3 years ago. How do I access archived data?,Data & Reports,Medium,Finance,information,Historical data older than 2 years is in the archive database. Submit a data retrieval request through the IT portal with specific date range and data type. The Data team will provide a formal export within 2 business days.,1,0.73,satisfied,False,False,False,general
DAT-G-0118,Cannot export data to CSV,"Hello, When I try to export data from our reporting system to CSV it downloads an empty file. The data is there on screen. Please help.",Data & Reports,Medium,Finance,step_by_step,Step 1: Try exporting a smaller dataset. Step 2: Try a different browser. Step 3: Clear browser cache and retry. Step 4: Check if a pop-up blocker is preventing the download.,4,0.97,satisfied,False,True,False,general
DAT-G-0119,Monthly sales report not generating,"Hi team, the automated monthly sales report that usually arrives on the first of the month has not been received. Finance is waiting.",Data & Reports,High,IT,step_by_step,Step 1: Check the report scheduler to see if the job ran. Step 2: Check email delivery logs for failures. Step 3: Manually trigger the report run. Step 4: Investigate why the scheduled run failed and fix the schedule.,4,0.81,satisfied,False,True,False,general
DAT-G-0120,How do I access the data warehouse,"Hi, I have been asked to pull historical sales data from last year. How do I access the data warehouse?",Data & Reports,Low,Sales,information,Data warehouse access is available through the Business Intelligence portal. Request access through your manager first. Once approved you will receive credentials and a link to the BI training guide.,1,0.84,satisfied,False,False,False,general
DAT-G-0121,Database query taking too long,This is really frustrating. A query I run every day is suddenly taking 45 minutes instead of 2 minutes. Nothing has changed in my query.,Data & Reports,High,Finance,step_by_step,Step 1: Check if database server is under unusual load. Step 2: Run EXPLAIN on your query to check for missing indexes. Step 3: Check if a large data import happened recently. Step 4: Contact the database admin team to review and optimise.,4,0.51,escalated,True,False,True,general
DAT-G-0122,Need historical data for audit,Urgent - Our auditors need transaction data from 3 years ago. How do I access archived data?,Data & Reports,High,Finance,information,Historical data older than 2 years is in the archive database. Submit a data retrieval request through the IT portal with specific date range and data type. The Data team will provide a formal export within 2 business days.,1,0.92,not_helpful,False,False,False,general
DAT-G-0123,Report showing incorrect figures,"Hi team, the weekly stock report is showing figures that do not match what our team manually counted. The discrepancy is significant.",Data & Reports,Medium,HR,step_by_step,Step 1: Check date range and filters applied to the report. Step 2: Identify specific items with discrepancies. Step 3: Compare report data with source transaction records. Step 4: Escalate to the data team with specific examples.,4,0.87,satisfied,False,True,False,general
DAT-G-0124,Cannot export data to CSV,"Hi team, when I try to export data from our reporting system to CSV it downloads an empty file. The data is there on screen.",Data & Reports,High,Sales,step_by_step,Step 1: Try exporting a smaller dataset. Step 2: Try a different browser. Step 3: Clear browser cache and retry. Step 4: Check if a pop-up blocker is preventing the download.,4,0.92,satisfied,False,True,False,general
DAT-G-0125,Database query taking too long,"Hello, A query I run every day is suddenly taking 45 minutes instead of 2 minutes. Nothing has changed in my query. Please help.",Data & Reports,Critical,HR,step_by_step,Step 1: Check if database server is under unusual load. Step 2: Run EXPLAIN on your query to check for missing indexes. Step 3: Check if a large data import happened recently. Step 4: Contact the database admin team to review and optimise.,4,0.4,escalated,True,False,True,general
DAT-G-0126,How do I access the data warehouse,"Hi, I have been asked to pull historical sales data from last year. How do I access the data warehouse?",Data & Reports,Medium,Finance,information,Data warehouse access is available through the Business Intelligence portal. Request access through your manager first. Once approved you will receive credentials and a link to the BI training guide.,1,0.87,satisfied,False,False,False,general
DAT-G-0127,Cannot export data to CSV,"Hi team, when I try to export data from our reporting system to CSV it downloads an empty file. The data is there on screen.",Data & Reports,Medium,Sales,step_by_step,Step 1: Try exporting a smaller dataset. Step 2: Try a different browser. Step 3: Clear browser cache and retry. Step 4: Check if a pop-up blocker is preventing the download.,4,0.86,satisfied,False,True,False,general
DAT-G-0128,Excel file too large to open,I have been dealing with this for days. A shared Excel file has grown to over 200MB and now takes forever to open or crashes. Multiple people edit it daily.,Data & Reports,Medium,Operations,step_by_step,Step 1: Remove unused worksheets and named ranges. Step 2: Convert formulas to values where possible. Step 3: Split into smaller period-specific files. Step 4: Consider migrating to a database or BI tool.,4,0.75,not_helpful,False,False,False,general
DAT-G-0129,Monthly sales report not generating,Urgent - The automated monthly sales report that usually arrives on the first of the month has not been received. Finance is waiting.,Data & Reports,High,Marketing,step_by_step,Step 1: Check the report scheduler to see if the job ran. Step 2: Check email delivery logs for failures. Step 3: Manually trigger the report run. Step 4: Investigate why the scheduled run failed and fix the schedule.,4,0.86,satisfied,False,True,False,general
DAT-G-0130,Need historical data for audit,Quick question — our auditors need transaction data from 3 years ago. How do I access archived data?,Data & Reports,Medium,Sales,information,Historical data older than 2 years is in the archive database. Submit a data retrieval request through the IT portal with specific date range and data type. The Data team will provide a formal export within 2 business days.,1,0.78,satisfied,False,False,False,general
DAT-G-0131,How do I access the data warehouse,I have been asked to pull historical sales data from last year. How do I access the data warehouse?,Data & Reports,Low,HR,information,Data warehouse access is available through the Business Intelligence portal. Request access through your manager first. Once approved you will receive credentials and a link to the BI training guide.,1,0.75,satisfied,False,False,False,general
DAT-G-0132,Database query taking too long,Quick question — a query I run every day is suddenly taking 45 minutes instead of 2 minutes. Nothing has changed in my query.,Data & Reports,Medium,Operations,step_by_step,Step 1: Check if database server is under unusual load. Step 2: Run EXPLAIN on your query to check for missing indexes. Step 3: Check if a large data import happened recently. Step 4: Contact the database admin team to review and optimise.,4,0.48,not_helpful,False,False,True,general
DAT-G-0133,Report showing incorrect figures,Quick question — the weekly stock report is showing figures that do not match what our team manually counted. The discrepancy is significant.,Data & Reports,Critical,Sales,step_by_step,Step 1: Check date range and filters applied to the report. Step 2: Identify specific items with discrepancies. Step 3: Compare report data with source transaction records. Step 4: Escalate to the data team with specific examples.,4,0.93,escalated,True,True,False,general
DAT-G-0134,Cannot export data to CSV,I have been dealing with this for days. When I try to export data from our reporting system to CSV it downloads an empty file. The data is there on screen.,Data & Reports,Medium,HR,step_by_step,Step 1: Try exporting a smaller dataset. Step 2: Try a different browser. Step 3: Clear browser cache and retry. Step 4: Check if a pop-up blocker is preventing the download.,4,0.84,satisfied,False,True,False,general
DAT-G-0135,Need historical data for audit,Following up on this issue — our auditors need transaction data from 3 years ago. How do I access archived data?,Data & Reports,High,HR,information,Historical data older than 2 years is in the archive database. Submit a data retrieval request through the IT portal with specific date range and data type. The Data team will provide a formal export within 2 business days.,1,0.86,satisfied,False,False,False,general
DAT-G-0136,Database query taking too long,Following up on this issue — a query I run every day is suddenly taking 45 minutes instead of 2 minutes. Nothing has changed in my query.,Data & Reports,High,IT,step_by_step,Step 1: Check if database server is under unusual load. Step 2: Run EXPLAIN on your query to check for missing indexes. Step 3: Check if a large data import happened recently. Step 4: Contact the database admin team to review and optimise.,4,0.53,escalated,True,False,True,general
DAT-G-0137,Excel file too large to open,"Hello, A shared Excel file has grown to over 200MB and now takes forever to open or crashes. Multiple people edit it daily. Please help.",Data & Reports,High,Sales,step_by_step,Step 1: Remove unused worksheets and named ranges. Step 2: Convert formulas to values where possible. Step 3: Split into smaller period-specific files. Step 4: Consider migrating to a database or BI tool.,4,0.75,not_helpful,False,False,False,general
DAT-G-0138,Database query taking too long,This is really frustrating. A query I run every day is suddenly taking 45 minutes instead of 2 minutes. Nothing has changed in my query.,Data & Reports,High,IT,step_by_step,Step 1: Check if database server is under unusual load. Step 2: Run EXPLAIN on your query to check for missing indexes. Step 3: Check if a large data import happened recently. Step 4: Contact the database admin team to review and optimise.,4,0.6,satisfied,False,False,True,general
DAT-G-0139,Database query taking too long,Following up on this issue — a query I run every day is suddenly taking 45 minutes instead of 2 minutes. Nothing has changed in my query.,Data & Reports,Medium,Finance,step_by_step,Step 1: Check if database server is under unusual load. Step 2: Run EXPLAIN on your query to check for missing indexes. Step 3: Check if a large data import happened recently. Step 4: Contact the database admin team to review and optimise.,4,0.49,not_helpful,False,False,True,general
DAT-G-0140,Cannot export data to CSV,"Hi team, when I try to export data from our reporting system to CSV it downloads an empty file. The data is there on screen.",Data & Reports,High,IT,step_by_step,Step 1: Try exporting a smaller dataset. Step 2: Try a different browser. Step 3: Clear browser cache and retry. Step 4: Check if a pop-up blocker is preventing the download.,4,0.91,satisfied,False,True,False,general
DAT-G-0141,Need historical data for audit,"Hi team, our auditors need transaction data from 3 years ago. How do I access archived data?",Data & Reports,High,Sales,information,Historical data older than 2 years is in the archive database. Submit a data retrieval request through the IT portal with specific date range and data type. The Data team will provide a formal export within 2 business days.,1,0.75,satisfied,False,False,False,general
DAT-G-0142,How do I access the data warehouse,"Hi, I have been asked to pull historical sales data from last year. How do I access the data warehouse?",Data & Reports,Low,Operations,information,Data warehouse access is available through the Business Intelligence portal. Request access through your manager first. Once approved you will receive credentials and a link to the BI training guide.,1,0.86,satisfied,False,False,False,general
DAT-G-0143,Excel file too large to open,This is really frustrating. A shared Excel file has grown to over 200MB and now takes forever to open or crashes. Multiple people edit it daily.,Data & Reports,Critical,Finance,step_by_step,Step 1: Remove unused worksheets and named ranges. Step 2: Convert formulas to values where possible. Step 3: Split into smaller period-specific files. Step 4: Consider migrating to a database or BI tool.,4,0.81,escalated,True,False,False,general
DAT-G-0144,Need historical data for audit,Quick question — our auditors need transaction data from 3 years ago. How do I access archived data?,Data & Reports,Medium,Sales,information,Historical data older than 2 years is in the archive database. Submit a data retrieval request through the IT portal with specific date range and data type. The Data team will provide a formal export within 2 business days.,1,0.82,not_helpful,False,False,False,general
DAT-G-0145,How do I access the data warehouse,Quick question — i have been asked to pull historical sales data from last year. How do I access the data warehouse?,Data & Reports,Low,IT,information,Data warehouse access is available through the Business Intelligence portal. Request access through your manager first. Once approved you will receive credentials and a link to the BI training guide.,1,0.76,satisfied,False,False,False,general
DAT-G-0146,Monthly sales report not generating,Following up on this issue — the automated monthly sales report that usually arrives on the first of the month has not been received. Finance is waiting.,Data & Reports,High,Finance,step_by_step,Step 1: Check the report scheduler to see if the job ran. Step 2: Check email delivery logs for failures. Step 3: Manually trigger the report run. Step 4: Investigate why the scheduled run failed and fix the schedule.,4,0.88,satisfied,False,True,False,general
DAT-G-0147,Cannot export data to CSV,"Hi team, when I try to export data from our reporting system to CSV it downloads an empty file. The data is there on screen.",Data & Reports,Critical,Marketing,step_by_step,Step 1: Try exporting a smaller dataset. Step 2: Try a different browser. Step 3: Clear browser cache and retry. Step 4: Check if a pop-up blocker is preventing the download.,4,0.81,escalated,True,True,False,general
DAT-G-0148,Need historical data for audit,Our auditors need transaction data from 3 years ago. How do I access archived data?,Data & Reports,Medium,HR,information,Historical data older than 2 years is in the archive database. Submit a data retrieval request through the IT portal with specific date range and data type. The Data team will provide a formal export within 2 business days.,1,0.92,satisfied,False,False,False,general
DAT-G-0149,Excel file too large to open,A shared Excel file has grown to over 200MB and now takes forever to open or crashes. Multiple people edit it daily.,Data & Reports,High,Finance,step_by_step,Step 1: Remove unused worksheets and named ranges. Step 2: Convert formulas to values where possible. Step 3: Split into smaller period-specific files. Step 4: Consider migrating to a database or BI tool.,4,0.93,not_helpful,False,False,False,general
DAT-G-0150,Report showing incorrect figures,Quick question — the weekly stock report is showing figures that do not match what our team manually counted. The discrepancy is significant.,Data & Reports,Medium,IT,step_by_step,Step 1: Check date range and filters applied to the report. Step 2: Identify specific items with discrepancies. Step 3: Compare report data with source transaction records. Step 4: Escalate to the data team with specific examples.,4,0.9,satisfied,False,True,False,general
DAT-G-0151,Excel file too large to open,"Hello, A shared Excel file has grown to over 200MB and now takes forever to open or crashes. Multiple people edit it daily. Please help.",Data & Reports,Medium,IT,step_by_step,Step 1: Remove unused worksheets and named ranges. Step 2: Convert formulas to values where possible. Step 3: Split into smaller period-specific files. Step 4: Consider migrating to a database or BI tool.,4,0.93,satisfied,False,False,False,general
DAT-G-0152,Report showing incorrect figures,"Hi team, the weekly stock report is showing figures that do not match what our team manually counted. The discrepancy is significant.",Data & Reports,Critical,Operations,step_by_step,Step 1: Check date range and filters applied to the report. Step 2: Identify specific items with discrepancies. Step 3: Compare report data with source transaction records. Step 4: Escalate to the data team with specific examples.,4,0.86,escalated,True,True,False,general
DAT-G-0153,Monthly sales report not generating,"Hello, The automated monthly sales report that usually arrives on the first of the month has not been received. Finance is waiting. Please help.",Data & Reports,High,HR,step_by_step,Step 1: Check the report scheduler to see if the job ran. Step 2: Check email delivery logs for failures. Step 3: Manually trigger the report run. Step 4: Investigate why the scheduled run failed and fix the schedule.,4,0.89,satisfied,False,True,False,general
DAT-G-0154,Cannot export data to CSV,I have been dealing with this for days. When I try to export data from our reporting system to CSV it downloads an empty file. The data is there on screen.,Data & Reports,High,Sales,step_by_step,Step 1: Try exporting a smaller dataset. Step 2: Try a different browser. Step 3: Clear browser cache and retry. Step 4: Check if a pop-up blocker is preventing the download.,4,0.97,satisfied,False,True,False,general
DAT-G-0155,Monthly sales report not generating,"Hi, The automated monthly sales report that usually arrives on the first of the month has not been received. Finance is waiting.",Data & Reports,Critical,IT,step_by_step,Step 1: Check the report scheduler to see if the job ran. Step 2: Check email delivery logs for failures. Step 3: Manually trigger the report run. Step 4: Investigate why the scheduled run failed and fix the schedule.,4,0.96,escalated,True,True,False,general
DAT-G-0156,Report showing incorrect figures,Not sure if this is the right place but the weekly stock report is showing figures that do not match what our team manually counted. The discrepancy is significant.,Data & Reports,High,IT,step_by_step,Step 1: Check date range and filters applied to the report. Step 2: Identify specific items with discrepancies. Step 3: Compare report data with source transaction records. Step 4: Escalate to the data team with specific examples.,4,0.91,satisfied,False,True,False,general
DAT-G-0157,Database query taking too long,Following up on this issue — a query I run every day is suddenly taking 45 minutes instead of 2 minutes. Nothing has changed in my query.,Data & Reports,High,Finance,step_by_step,Step 1: Check if database server is under unusual load. Step 2: Run EXPLAIN on your query to check for missing indexes. Step 3: Check if a large data import happened recently. Step 4: Contact the database admin team to review and optimise.,4,0.54,escalated,True,False,True,general
DAT-G-0158,Excel file too large to open,Not sure if this is the right place but a shared Excel file has grown to over 200MB and now takes forever to open or crashes. Multiple people edit it daily.,Data & Reports,Medium,Finance,step_by_step,Step 1: Remove unused worksheets and named ranges. Step 2: Convert formulas to values where possible. Step 3: Split into smaller period-specific files. Step 4: Consider migrating to a database or BI tool.,4,0.92,satisfied,False,False,False,general
DAT-G-0159,Cannot export data to CSV,Urgent - When I try to export data from our reporting system to CSV it downloads an empty file. The data is there on screen.,Data & Reports,Critical,HR,step_by_step,Step 1: Try exporting a smaller dataset. Step 2: Try a different browser. Step 3: Clear browser cache and retry. Step 4: Check if a pop-up blocker is preventing the download.,4,0.92,escalated,True,True,False,general
DAT-G-0160,Monthly sales report not generating,Not sure if this is the right place but the automated monthly sales report that usually arrives on the first of the month has not been received. Finance is waiting.,Data & Reports,High,Finance,step_by_step,Step 1: Check the report scheduler to see if the job ran. Step 2: Check email delivery logs for failures. Step 3: Manually trigger the report run. Step 4: Investigate why the scheduled run failed and fix the schedule.,4,0.83,satisfied,False,True,False,general
DAT-G-0161,Monthly sales report not generating,Quick question — the automated monthly sales report that usually arrives on the first of the month has not been received. Finance is waiting.,Data & Reports,Medium,IT,step_by_step,Step 1: Check the report scheduler to see if the job ran. Step 2: Check email delivery logs for failures. Step 3: Manually trigger the report run. Step 4: Investigate why the scheduled run failed and fix the schedule.,4,0.95,satisfied,False,True,False,general
DAT-G-0162,How do I access the data warehouse,Following up on this issue — i have been asked to pull historical sales data from last year. How do I access the data warehouse?,Data & Reports,Low,IT,information,Data warehouse access is available through the Business Intelligence portal. Request access through your manager first. Once approved you will receive credentials and a link to the BI training guide.,1,0.84,satisfied,False,False,False,general
DAT-G-0163,Cannot export data to CSV,Following up on this issue — when I try to export data from our reporting system to CSV it downloads an empty file. The data is there on screen.,Data & Reports,Medium,Marketing,step_by_step,Step 1: Try exporting a smaller dataset. Step 2: Try a different browser. Step 3: Clear browser cache and retry. Step 4: Check if a pop-up blocker is preventing the download.,4,0.88,satisfied,False,True,False,general
DAT-G-0164,Excel file too large to open,Quick question — a shared Excel file has grown to over 200MB and now takes forever to open or crashes. Multiple people edit it daily.,Data & Reports,High,Sales,step_by_step,Step 1: Remove unused worksheets and named ranges. Step 2: Convert formulas to values where possible. Step 3: Split into smaller period-specific files. Step 4: Consider migrating to a database or BI tool.,4,0.78,not_helpful,False,False,False,general
DAT-G-0165,Monthly sales report not generating,This is really frustrating. The automated monthly sales report that usually arrives on the first of the month has not been received. Finance is waiting.,Data & Reports,Critical,HR,step_by_step,Step 1: Check the report scheduler to see if the job ran. Step 2: Check email delivery logs for failures. Step 3: Manually trigger the report run. Step 4: Investigate why the scheduled run failed and fix the schedule.,4,0.9,escalated,True,True,False,general
DAT-G-0166,How do I access the data warehouse,I have been dealing with this for days. I have been asked to pull historical sales data from last year. How do I access the data warehouse?,Data & Reports,Low,Sales,information,Data warehouse access is available through the Business Intelligence portal. Request access through your manager first. Once approved you will receive credentials and a link to the BI training guide.,1,0.89,satisfied,False,False,False,general
DAT-G-0167,Database query taking too long,Quick question — a query I run every day is suddenly taking 45 minutes instead of 2 minutes. Nothing has changed in my query.,Data & Reports,High,HR,step_by_step,Step 1: Check if database server is under unusual load. Step 2: Run EXPLAIN on your query to check for missing indexes. Step 3: Check if a large data import happened recently. Step 4: Contact the database admin team to review and optimise.,4,0.51,escalated,True,False,True,general
DAT-G-0168,Excel file too large to open,"Hi team, a shared Excel file has grown to over 200MB and now takes forever to open or crashes. Multiple people edit it daily.",Data & Reports,Medium,Marketing,step_by_step,Step 1: Remove unused worksheets and named ranges. Step 2: Convert formulas to values where possible. Step 3: Split into smaller period-specific files. Step 4: Consider migrating to a database or BI tool.,4,0.9,not_helpful,False,False,False,general
DAT-G-0169,Report showing incorrect figures,This is really frustrating. The weekly stock report is showing figures that do not match what our team manually counted. The discrepancy is significant.,Data & Reports,High,Operations,step_by_step,Step 1: Check date range and filters applied to the report. Step 2: Identify specific items with discrepancies. Step 3: Compare report data with source transaction records. Step 4: Escalate to the data team with specific examples.,4,0.9,satisfied,False,True,False,general
DAT-G-0170,Need historical data for audit,Quick question — our auditors need transaction data from 3 years ago. How do I access archived data?,Data & Reports,Low,Marketing,information,Historical data older than 2 years is in the archive database. Submit a data retrieval request through the IT portal with specific date range and data type. The Data team will provide a formal export within 2 business days.,1,0.83,not_helpful,False,False,False,general
DAT-G-0171,Cannot export data to CSV,"Hello, When I try to export data from our reporting system to CSV it downloads an empty file. The data is there on screen. Please help.",Data & Reports,Medium,Finance,step_by_step,Step 1: Try exporting a smaller dataset. Step 2: Try a different browser. Step 3: Clear browser cache and retry. Step 4: Check if a pop-up blocker is preventing the download.,4,0.97,satisfied,False,True,False,general
DAT-G-0172,Monthly sales report not generating,Quick question — the automated monthly sales report that usually arrives on the first of the month has not been received. Finance is waiting.,Data & Reports,High,Sales,step_by_step,Step 1: Check the report scheduler to see if the job ran. Step 2: Check email delivery logs for failures. Step 3: Manually trigger the report run. Step 4: Investigate why the scheduled run failed and fix the schedule.,4,0.91,satisfied,False,True,False,general
DAT-G-0173,Monthly sales report not generating,"Hello, The automated monthly sales report that usually arrives on the first of the month has not been received. Finance is waiting. Please help.",Data & Reports,High,Marketing,step_by_step,Step 1: Check the report scheduler to see if the job ran. Step 2: Check email delivery logs for failures. Step 3: Manually trigger the report run. Step 4: Investigate why the scheduled run failed and fix the schedule.,4,0.9,satisfied,False,True,False,general
DAT-G-0174,How do I access the data warehouse,"Hi team, i have been asked to pull historical sales data from last year. How do I access the data warehouse?",Data & Reports,Low,Sales,information,Data warehouse access is available through the Business Intelligence portal. Request access through your manager first. Once approved you will receive credentials and a link to the BI training guide.,1,0.84,satisfied,False,False,False,general
DAT-G-0175,Cannot export data to CSV,When I try to export data from our reporting system to CSV it downloads an empty file. The data is there on screen.,Data & Reports,Medium,Marketing,step_by_step,Step 1: Try exporting a smaller dataset. Step 2: Try a different browser. Step 3: Clear browser cache and retry. Step 4: Check if a pop-up blocker is preventing the download.,4,0.85,satisfied,False,True,False,general
DAT-G-0176,Monthly sales report not generating,Following up on this issue — the automated monthly sales report that usually arrives on the first of the month has not been received. Finance is waiting.,Data & Reports,High,Sales,step_by_step,Step 1: Check the report scheduler to see if the job ran. Step 2: Check email delivery logs for failures. Step 3: Manually trigger the report run. Step 4: Investigate why the scheduled run failed and fix the schedule.,4,0.96,satisfied,False,True,False,general
DAT-G-0177,Need historical data for audit,Urgent - Our auditors need transaction data from 3 years ago. How do I access archived data?,Data & Reports,Medium,Operations,information,Historical data older than 2 years is in the archive database. Submit a data retrieval request through the IT portal with specific date range and data type. The Data team will provide a formal export within 2 business days.,1,0.91,satisfied,False,False,False,general
DAT-G-0178,Need historical data for audit,Quick question — our auditors need transaction data from 3 years ago. How do I access archived data?,Data & Reports,Low,Finance,information,Historical data older than 2 years is in the archive database. Submit a data retrieval request through the IT portal with specific date range and data type. The Data team will provide a formal export within 2 business days.,1,0.96,not_helpful,False,False,False,general
